,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
666,160513.SZ,稳健债A,博时基金,招商银行,债券型,20140610,,20140701,20140610,,7.9962,0.6,0.15,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20140701,20140701,E
667,161908.SZ,万家添利,万家基金,中国邮政储蓄银行,债券型,20140603,,20140616,20140603,,12.0617,0.7,0.2,,1.0,,,中国债券总指数,L,债券型,契约型开放式,,20140606,20140606,E
668,159936.SZ,可选消费,广发基金,中国银行,股票型,20140603,,20140625,20140505,,8.3816,0.5,0.1,,1.0,0.1,,中证全指可选消费指数,L,被动指数型,契约型开放式,,20140625,20140625,E
669,150184.SZ,环保A,申万菱信基金,中国农业银行,股票型,20140530,,20140616,20140505,,0.0261,1.0,0.22,,1.0,0.1,,中证环保产业指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型封闭式,,20140616,,E
670,150185.SZ,环保B,申万菱信基金,中国农业银行,股票型,20140530,,20140616,20140505,,0.0261,1.0,0.22,,1.0,0.1,,中证环保产业指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型封闭式,,20140616,,E
671,161015.SZ,富国天盈,富国基金,中国工商银行,债券型,20140523,,20140604,20140523,,18.1948,0.7,0.2,,1.0,,,中债综合指数,L,债券型,契约型开放式,,20140604,20140604,E
672,150177.SZ,证保A,鹏华基金,中国建设银行,股票型,20140505,,20140519,20140403,,3.8853,1.0,0.22,,1.0,0.1,,中证800证券保险指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140519,,E
673,150178.SZ,证保B,鹏华基金,中国建设银行,股票型,20140505,,20140519,20140403,,3.8853,1.0,0.22,,1.0,0.1,,中证800证券保险指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140519,,E
674,150179.SZ,信息A,鹏华基金,中国建设银行,股票型,20140505,,20140519,20140403,,4.1902,1.0,0.22,,1.0,0.1,,中证信息技术指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140519,,E
675,150180.SZ,信息B,鹏华基金,中国建设银行,股票型,20140505,,20140519,20140403,,4.1902,1.0,0.22,,1.0,0.1,,中证信息技术指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140519,,E
676,161505.SZ,银河通利,银河基金,北京银行,债券型,20140425,,20140523,20140425,,8.2746,0.7,0.2,,1.0,,,中债综合全价指数,L,债券型,契约型开放式,,20140523,20140523,E
677,160918.SZ,大成小盘,大成基金,中国银行,混合型,20140410,,20140430,20140410,,,1.5,0.25,,1.0,,,中证700指数收益率*80%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20140430,20140430,E
678,150176.SZ,恒中企B,银华基金,中国建设银行,股票型,20140409,,20140512,20140310,,0.7726,1.0,0.28,,1.0,0.1,,人民币/港币汇率*恒生中国企业指数收益率*95%+人民币活期存款收益率(税后)*5%,L,被动指数型,契约型封闭式,,20140512,,E
679,150175.SZ,恒中企A,银华基金,中国建设银行,股票型,20140409,,20140512,20140310,,0.7726,1.0,0.28,,1.0,0.1,,人民币/港币汇率*恒生中国企业指数收益率*95%+人民币活期存款收益率(税后)*5%,L,被动指数型,契约型封闭式,,20140512,,E
680,161831.SZ,恒生中企,银华基金,中国建设银行,股票型,20140409,,20150413,20140310,,1.4898,1.0,0.28,,1.0,0.1,,人民币/港币汇率*恒生中国企业指数收益率*95%+人民币活期存款收益率(税后)*5%,L,被动指数型,契约型开放式,,20140512,20140512,E
681,150181.SZ,军工A,富国基金,中国建设银行,股票型,20140404,,20140423,20140317,,1.0614,1.0,0.22,,1.0,0.01,,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140423,,E
682,150182.SZ,军工B,富国基金,中国建设银行,股票型,20140404,,20140423,20140317,,1.0614,1.0,0.22,,1.0,0.01,,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140423,,E
683,160812.SZ,长盛同益,长盛基金,中国工商银行,混合型,20140404,,20140604,20140414,,26.8829,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20140604,20140604,E
684,150171.SZ,证券A,申万菱信基金,中国工商银行,股票型,20140313,,20140331,20140224,,0.5096,1.0,0.22,,1.0,0.1,,中证申万证券行业指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型封闭式,,20140331,,E
685,150172.SZ,证券B,申万菱信基金,中国工商银行,股票型,20140313,,20140331,20140224,,0.5096,1.0,0.22,,1.0,0.1,,中证申万证券行业指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型封闭式,,20140331,,E
686,150169.SZ,恒生A,汇添富基金,中国农业银行,股票型,20140306,,20140411,20140124,,12.7063,1.2,0.25,,1.0,0.1,,经人民币汇率调整的恒生指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140411,,E
687,150170.SZ,恒生B,汇添富基金,中国农业银行,股票型,20140306,,20140411,20140124,,12.7063,1.2,0.25,,1.0,0.1,,经人民币汇率调整的恒生指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140411,,E
688,164705.SZ,添富恒生,汇添富基金,中国农业银行,股票型,20140306,,20150413,20140124,,12.7063,1.2,0.25,,1.0,0.1,,经人民币汇率调整的恒生指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140408,20140408,E
689,150167.SZ,银华300A,银华基金,中国建设银行,股票型,20140107,,20140121,20140107,,0.0833,1.0,0.22,,1.0,,,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140121,,E
690,150168.SZ,银华300B,银华基金,中国建设银行,股票型,20140107,,20140121,20140107,,0.0833,1.0,0.22,,1.0,,,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140121,,E
691,160220.SZ,国泰民益,国泰基金,宁波银行,混合型,20131230,,20140116,20131218,,14.8855,0.7,0.25,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20140103,20140103,E
692,159935.SZ,景顺500,景顺长城基金,中国银行,股票型,20131226,,20140121,20131203,,5.1257,0.5,0.1,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20140121,20140121,E
693,150158.SZ,金融B,中信保诚基金,中国建设银行,股票型,20131220,,20140122,20131125,,0.1325,1.0,0.22,,1.0,0.1,,中证800金融价格指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20140122,,E
694,150157.SZ,金融A,中信保诚基金,中国建设银行,股票型,20131220,,20140122,20131125,,0.1325,1.0,0.22,,1.0,0.1,,中证800金融价格指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20140122,,E
695,513500.SH,标普500ETF,博时基金,中国工商银行,股票型,20131205,,20140115,20131104,,5.6504,0.6,0.25,,1.0,0.1,,"标普500指数(S&P 500 Index(NTR,Net total Return))(经估值汇率调整,以人民币计价)",L,被动指数型,契约型开放式,,20140115,20140115,E
696,512120.SH,医药50ETF,华安基金,中国建设银行,股票型,20131204,,20140106,20131108,,2.7125,0.5,0.1,,1.0,0.1,,中证细分医药产业主题指数收益率,L,被动指数型,契约型开放式,,20140106,20140106,E
697,159934.SZ,黄金ETF,易方达基金,中国工商银行,商品型,20131129,,20131216,20131028,,5.0042,0.5,0.1,,1.0,0.1,,上海黄金交易所Au99.99现货实盘合约收盘价,L,黄金现货合约,契约型开放式,,20131216,20131216,E
698,160131.SZ,南方聚利,南方基金,中国银行,债券型,20131128,,20140121,20131028,,2.9451,0.7,0.2,,1.0,0.1,,1年期银行定期存款利率(税后)+1.2%,L,债券型,契约型开放式,,20141201,20141201,E
699,510680.SH,上证50ETF基金,万家基金,华夏银行,股票型,20131031,,20131202,20131014,,5.0072,0.5,0.1,,1.0,0.1,,上证50指数,L,被动指数型,契约型开放式,,20131202,20131202,E
700,512010.SH,医药ETF,易方达基金,中国建设银行,股票型,20130923,,20131028,20130826,,5.2117,0.5,0.1,,1.0,0.1,,沪深300医药卫生指数,L,被动指数型,契约型开放式,,20131028,20131028,E
701,159933.SZ,金地ETF,国投瑞银基金,中国工商银行,股票型,20130917,,20131016,20130828,,5.7498,0.6,0.13,,1.0,0.1,,沪深300金融地产指数,L,被动指数型,契约型开放式,,20131016,20131016,E
702,159932.SZ,500深ETF,大成基金,中国银行,股票型,20130912,,20131021,20130819,,3.3351,0.5,0.1,,1.0,0.1,,中证500深市价格指数,L,被动指数型,契约型开放式,,20131021,20131021,E
703,150152.SZ,创业板A,富国基金,中国建设银行,股票型,20130912,,20130930,20130812,,0.2077,1.0,0.22,,1.0,0.1,,创业板指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20130930,,E
704,150153.SZ,创业板B,富国基金,中国建设银行,股票型,20130912,,20130930,20130812,,0.2077,1.0,0.22,,1.0,0.1,,创业板指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20130930,,E
705,150151.SZ,有色800B,中信保诚基金,中国银行,股票型,20130830,,20130918,20130805,,0.2842,1.0,0.22,,1.0,0.1,,中证800有色金属指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20130918,,E
706,150150.SZ,有色800A,中信保诚基金,中国银行,股票型,20130830,,20130918,20130805,,0.2842,1.0,0.22,,1.0,0.1,,中证800有色金属指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20130918,,E
707,150131.SZ,医药B,国泰基金,中国农业银行,股票型,20130829,,20130911,20130805,,5.0066,1.0,0.2,,1.0,0.1,,国证医药卫生行业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20130911,,E
708,150130.SZ,医药A,国泰基金,中国农业银行,股票型,20130829,,20130911,20130805,,5.0066,1.0,0.2,,1.0,0.1,,国证医药卫生行业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20130911,,E
709,159930.SZ,能源ETF,汇添富基金,中国工商银行,股票型,20130823,,20130916,20130715,,3.844,0.5,0.1,,1.0,0.1,,中证能源指数,L,被动指数型,契约型开放式,,20130916,20130916,E
710,159931.SZ,金融ETF,汇添富基金,中国工商银行,股票型,20130823,,20130916,20130715,,7.4783,0.5,0.1,,1.0,0.1,,中证金融地产指数,L,被动指数型,契约型开放式,,20130916,20130916,E
711,159929.SZ,医药ETF,汇添富基金,中国工商银行,股票型,20130823,,20130916,20130715,,11.972,0.5,0.1,,1.0,0.1,,中证医药卫生指数,L,被动指数型,契约型开放式,,20130916,20130916,E
712,159928.SZ,消费ETF,汇添富基金,中国工商银行,股票型,20130823,,20130916,20130715,,7.9466,0.5,0.1,,1.0,0.1,,中证主要消费指数,L,被动指数型,契约型开放式,,20130916,20130916,E
713,160515.SZ,安丰18,博时基金,浦发银行/上海浦东发展银行,债券型,20130822,,20131017,20130729,,2.476,0.6,0.18,,1.0,0.05,,1年期定期存款利率(税后)*150%,L,债券型,契约型开放式,,20150225,20150225,E
714,150148.SZ,医药800A,中信保诚基金,中国银行,股票型,20130816,,20130906,20130722,,3.372,1.0,0.22,,1.0,0.1,,中证800制药与生物科技指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20130906,,E
715,150149.SZ,医药800B,中信保诚基金,中国银行,股票型,20130816,,20130906,20130722,,3.372,1.0,0.22,,1.0,0.1,,中证800制药与生物科技指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20130906,,E
716,166904.SZ,民生添利,民生加银基金,中国建设银行,债券型,20130812,,20131029,20130708,,16.4174,0.5,0.1,,1.0,0.1,,中国债券综合指数收益率,L,债券型,契约型开放式,,20160812,20160812,E
717,163824.SZ,中银盛利,中银基金,中国工商银行,债券型,20130808,,20131104,20130704,,32.0659,0.7,0.2,,1.0,0.1,,1年期定期存款利率(税后)+0.6%,L,债券型,契约型开放式,,20140808,20140808,E
718,150145.SZ,高贝塔A,招商基金,中国银行,股票型,20130801,,20130902,20130708,,1.3492,1.0,0.2,,1.0,0.1,,沪深300高贝塔指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20130902,,E
719,150146.SZ,高贝塔B,招商基金,中国银行,股票型,20130801,,20130902,20130708,,1.3492,1.0,0.2,,1.0,0.1,,沪深300高贝塔指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20130902,,E
720,518880.SH,黄金ETF,华安基金,中国建设银行,商品型,20130718,,20130729,20130624,,12.0849,0.5,0.1,,1.0,0.1,,国内黄金现货价格收益率,L,黄金现货合约,契约型开放式,,20130729,20130729,E
721,518800.SH,黄金基金ETF,国泰基金,中国工商银行,商品型,20130718,,20130729,20130624,,4.1034,0.5,0.1,,1.0,0.1,,上海黄金交易所挂盘交易的Au99.99合约,L,黄金现货合约,契约型开放式,,20130729,20130729,E
722,159003.SZ,招商快线,招商基金,平安银行,货币市场型,20130517,,20141020,20130513,,14.4557,0.2,0.08,,100.0,0.1,,人民币活期存款基准利率(税后),L,货币型,契约型开放式,,20130607,20130607,E
723,159926.SZ,国债ETF,嘉实基金,中国银行,债券型,20130510,,20130805,20130417,,6.4189,0.3,0.1,,1.0,0.1,,中证金边中期国债指数,L,被动指数型,契约型开放式,,20130619,20130805,E
724,162715.SZ,广发聚源,广发基金,中国农业银行,债券型,20130508,,20130710,20130415,,7.7678,0.3,0.1,,1.0,0.1,,中债总全价指数收益率,L,债券型,契约型开放式,,20140508,20140508,E
725,161911.SZ,万家强债,万家基金,华夏银行,债券型,20130507,,20130801,20130408,,2.5064,0.7,0.2,,1.0,0.01,,三年期银行定期存款收益率(税后),L,债券型,契约型开放式,,20160509,20160509,E
726,513100.SH,纳指ETF,国泰基金,中国建设银行,股票型,20130425,,20130515,20130415,,2.6762,0.6,0.2,,1.0,0.1,,纳斯达克100指数(Nasdaq-100 Index)收益率(经汇率调整后的总收益指数收益率),L,被动指数型,契约型开放式,,20130515,20130515,E
727,510510.SH,中证500ETF基金,广发基金,中国工商银行,股票型,20130411,,20130524,20130318,,4.2504,0.5,0.1,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20130524,20130524,E
728,511880.SH,银华日利ETF,银华基金,中国建设银行,货币市场型,20130401,,20130418,20130318,,22.0104,0.3,0.09,,100.0,0.1,,活期存款利率(税后),L,货币型,契约型开放式,,20130418,20130418,E
729,159001.SZ,保证金,易方达基金,交通银行,货币市场型,20130329,,20141020,20130325,,10.7887,0.2,0.08,,100.0,0.1,,活期存款基准利率*(1-利息税税率),L,货币型,契约型开放式,,20130418,20130418,E
730,150124.SZ,建信50B,建信基金,交通银行,股票型,20130328,,20130520,20130225,,2.7165,1.0,0.22,,1.0,0.1,,央视财经50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20130520,,E
731,150123.SZ,建信50A,建信基金,交通银行,股票型,20130328,,20130520,20130225,,2.7165,1.0,0.22,,1.0,0.1,,央视财经50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20130520,,E
732,510630.SH,消费ETF基金,华夏基金,中国建设银行,股票型,20130328,,20130508,20130225,,5.9309,0.5,0.1,,1.0,0.1,,上证主要消费行业指数,L,被动指数型,契约型开放式,,20130508,20130508,E
733,510650.SH,金融地产ETF,华夏基金,中国建设银行,股票型,20130328,,20130508,20130225,,10.9645,0.5,0.1,,1.0,0.1,,上证金融地产行业指数,L,被动指数型,契约型开放式,,20130508,20130508,E
734,510660.SH,医药卫生ETF,华夏基金,中国建设银行,股票型,20130328,,20130508,20130225,,11.7788,0.5,0.1,,1.0,0.1,,上证医药卫生行业指数,L,被动指数型,契约型开放式,,20130508,20130508,E
735,163210.SZ,诺安纯债,诺安基金,中国工商银行,债券型,20130327,,20130624,20130228,,6.873,0.7,0.2,,1.0,0.1,,三年期定期存款收益率(税后),L,债券型,契约型开放式,,20160328,20160328,E
736,165313.SZ,建信优势,建信基金,交通银行,混合型,20130319,,20130403,20130319,,,1.25,0.25,,1.0,,,沪深300指数收益率*75%+中国债券总指数收益率*25%,L,混合型,契约型开放式,,20130403,20130403,E
737,510310.SH,沪深300ETF易方达,易方达基金,中国建设银行,股票型,20130306,,20130325,20130218,,11.0431,0.15,0.05,,1.0,0.1,,沪深300指数,L,被动指数型,契约型开放式,,20130325,20130325,E
738,511010.SH,国债ETF,国泰基金,中国建设银行,债券型,20130305,,20130325,20130221,,54.2363,0.3,0.1,,1.0,0.1,,上证5年期国债指数收益率,L,被动指数型,契约型开放式,,20130325,20130325,E
739,160212.SZ,国泰估值,国泰基金,中国工商银行,混合型,20130219,,20130227,20130219,,8.4311,1.5,0.25,,1.0,,,沪深300指数收益率*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20130227,20130227,E
740,159925.SZ,南方300,南方基金,中国工商银行,股票型,20130218,,20130411,20130225,,39.592,0.5,0.1,,1.0,0.1,,沪深300指数,L,被动指数型,契约型开放式,,20130411,20130411,E
741,159923.SZ,100ETF,大成基金,中国银行,股票型,20130207,,20130305,20130121,,3.9929,0.5,0.1,,1.0,0.1,,中证100指数,L,被动指数型,契约型开放式,,20130305,20130305,E
742,150118.SZ,房地产B,国泰基金,中国银行,股票型,20130206,,20130307,20130114,,3.2081,1.0,0.2,,1.0,5.0,,国证房地产行业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20130307,,E
743,150117.SZ,房地产A,国泰基金,中国银行,股票型,20130206,,20130307,20130114,,3.2081,1.0,0.2,,1.0,5.0,,国证房地产行业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20130307,,E
744,159922.SZ,500ETF,嘉实基金,中国建设银行,股票型,20130206,,20130315,20130107,,31.0873,0.15,0.05,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20130315,20130315,E
745,510500.SH,中证500ETF,南方基金,中国农业银行,股票型,20130206,,20130315,20130110,,11.4755,0.5,0.1,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20130315,20130315,E
746,511990.SH,华宝添益ETF,华宝基金,中国建设银行,货币市场型,20121227,,20130128,20121219,,18.0263,0.35,0.09,,100.0,0.1,,同期七天通知存款利率(税后),L,货币型,契约型开放式,,20130128,20130128,E
747,510330.SH,300ETF基金,华夏基金,中国工商银行,股票型,20121225,,20130116,20121217,,6.0281,0.5,0.1,,1.0,0.1,,沪深300指数,L,被动指数型,契约型开放式,,20130116,20130116,E
748,163415.SZ,兴全模式,兴证全球基金,中国光大银行,混合型,20121218,,20130201,20121112,,5.4611,1.5,0.25,,1.0,0.1,,沪深300指数*80%+中证国债指数*20%,L,混合型,契约型开放式,,20130201,20130201,E
749,166902.SZ,民生增利,民生加银基金,中国建设银行,债券型,20121115,,20130130,20121009,,10.1295,0.7,0.2,,1.0,0.1,,中国债券综合指数收益率,L,债券型,契约型开放式,,20151116,20151116,E
750,161119.SZ,易基综债,易方达基金,中国农业银行,债券型,20121108,,20130109,20120928,,7.3451,0.3,0.1,,1.0,0.1,,中债-新综合指数,L,被动指数型,契约型开放式,,20121207,20130109,E
751,160621.SZ,鹏华丰和,鹏华基金,招商银行,债券型,20121105,,20130109,20121015,,9.8683,0.8,0.2,,1.0,0.1,,中债综合指数收益率,L,债券型,契约型开放式,,20151105,20151105,E
752,150100.SZ,资源A,鹏华基金,中国工商银行,股票型,20120927,,20121018,20120827,,2.3221,1.0,0.22,,1.0,5.0,,中证A股资源产业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20121018,,E
753,150101.SZ,资源B,鹏华基金,中国工商银行,股票型,20120927,,20121018,20120827,,2.3221,1.0,0.22,,1.0,5.0,,中证A股资源产业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20121018,,E
754,150094.SZ,泰信400A,泰信基金,中国工商银行,股票型,20120907,,20120921,20120806,,0.12,1.0,0.22,,1.0,5.0,,中证锐联基本面400指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20120921,,E
755,150095.SZ,泰信400B,泰信基金,中国工商银行,股票型,20120907,,20120921,20120806,,0.12,1.0,0.22,,1.0,5.0,,中证锐联基本面400指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20120921,,E
756,510440.SH,500沪市ETF,大成基金,中国银行,股票型,20120824,,20121008,20120730,,5.4106,0.5,0.1,,1.0,0.1,,中证500沪市指数,L,被动指数型,契约型开放式,,20121008,20121008,E
757,510430.SH,50等权ETF,银华基金,中国建设银行,股票型,20120823,20200923,20120924,20120723,,11.7992,0.5,0.1,,1.0,0.1,,上证50等权重指数,L,被动指数型,契约型开放式,,20120924,20120924,E
758,161820.SZ,银华纯债,银华基金,中国工商银行,债券型,20120809,,20120905,20120709,,19.4487,0.6,0.2,,1.0,0.1,,中债综合指数(全价),L,债券型,契约型开放式,,20120910,20120910,E
759,510900.SH,H股ETF,易方达基金,交通银行,股票型,20120809,,20121022,20120709,,16.1654,0.6,0.2,,1.0,0.1,,恒生中国企业指数,L,被动指数型,契约型开放式,,20121022,20121022,E
760,159920.SZ,恒生ETF,华夏基金,中国银行,股票型,20120809,,20121022,20120709,,35.8556,0.6,0.15,,1.0,0.1,,(人民币/港币汇率*恒生指数)收益率,L,被动指数型,契约型开放式,,20121022,20121022,E
761,160916.SZ,优选LOF,大成基金,中国银行,混合型,20120727,,20121228,20120806,,35.729,1.25,0.25,,1.0,0.1,,沪深300指数收益率*80%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20120917,20120917,E
762,164702.SZ,添富季红,汇添富基金,中国建设银行,债券型,20120726,,20121025,20120614,,6.2197,0.6,0.2,,1.0,0.1,,银行三年期定期存款利率(税后)+1%,L,债券型,契约型开放式,,20150727,20150727,E
763,164810.SZ,工银纯债,工银瑞信基金,交通银行,债券型,20120621,,20120920,20120521,,48.0881,0.6,0.2,,1.0,0.1,,三年期银行定期存款收益率(税后),L,债券型,契约型开放式,,20150623,20150623,E
764,161117.SZ,易基永旭,易方达基金,中国工商银行,债券型,20120619,,20120718,20120604,,16.8531,0.7,0.2,,1.0,0.1,,两年期银行定期存款收益率(税前)+0.5%,L,债券型,契约型开放式,,20140619,20140619,E
765,160128.SZ,南方金利,南方基金,中国工商银行,债券型,20120517,,20120716,20120411,,9.5365,0.6,0.18,,1.0,0.1,,三年期定期存款收益率(税后),L,债券型,契约型开放式,,20150518,20150518,E
766,163821.SZ,中银300E,中银基金,招商银行,股票型,20120517,,20120713,20120409,,14.908,0.75,0.15,,1.0,0.1,,沪深300等权重指数收益率*95%+同期银行活期存款利率*5%,L,被动指数型,契约型开放式,,20120713,20120713,E
767,159919.SZ,300ETF,嘉实基金,中国银行,股票型,20120507,,20120528,20120405,,193.3331,0.5,0.1,,1.0,0.1,,沪深300指数,L,被动指数型,契约型开放式,,20120528,20120528,E
768,161019.SZ,富国天锋,富国基金,中国建设银行,债券型,20120507,,20120628,20120405,,9.4578,0.6,0.2,,1.0,0.1,,中债综合指数,L,债券型,契约型开放式,,20150507,20150507,E
769,165516.SZ,信诚周期,中信保诚基金,中国银行,混合型,20120507,,20121105,20120314,,3.0849,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+中证综合债指数收益率*20%,L,混合型,契约型开放式,,20120621,20120621,E
770,510300.SH,沪深300ETF,华泰柏瑞基金,中国工商银行,股票型,20120504,,20120528,20120405,,329.6863,0.5,0.1,,1.0,0.1,,沪深300指数,L,被动指数型,契约型开放式,,20120528,20120528,E
771,160216.SZ,国泰商品,国泰基金,中国建设银行,股票型,20120503,,20150407,20120326,,3.0929,1.5,0.35,,1.0,0.1,,国泰大宗商品配置指数(全收益指数),L,股票型,契约型开放式,,20120606,20120606,E
772,510410.SH,资源ETF,博时基金,中国建设银行,股票型,20120410,,20120511,20120305,,9.1026,0.5,0.1,,1.0,0.1,,上证自然资源指数收益率,L,被动指数型,契约型开放式,,20120511,20120511,E
773,163412.SZ,兴全轻资,兴证全球基金,招商银行,混合型,20120405,,20120531,20120227,,9.9393,1.5,0.25,,1.0,0.1,,沪深300指数*80%+中证国债指数*20%,L,混合型,契约型开放式,,20120531,20120531,E
774,160416.SZ,石油基金,华安基金,中国建设银行,股票型,20120329,,20120502,20120227,,5.2906,1.0,0.28,,1.0,0.1,,标普全球石油净总收益指数收益率(S&P Global Oil Index Net Total Return),L,被动指数型,契约型开放式,,20120502,20120502,E
775,159918.SZ,中创400,嘉实基金,中国工商银行,股票型,20120322,,20120511,20120220,,2.8656,0.5,0.1,,1.0,0.1,,中创400指数,L,被动指数型,契约型开放式,,20120511,20120511,E
776,150050.SZ,消费进取,南方基金,中国工商银行,股票型,20120313,,20120425,20120207,,3.7613,1.5,0.25,,1.0,0.1,,中证内地消费主题指数*80%+上证国债指数*20%,L,股票型,契约型封闭式,,20120425,,E
777,150049.SZ,消费收益,南方基金,中国工商银行,股票型,20120313,,20120425,20120207,,3.7613,1.5,0.25,,1.0,0.1,,中证内地消费主题指数*80%+上证国债指数*20%,L,股票型,契约型封闭式,,20120425,,E
778,163819.SZ,中银信用,中银基金,中信银行,债券型,20120312,,20120718,20120130,,22.0776,0.7,0.2,,1.0,0.1,,中债企业债总全价指数收益率*80%+中债国债总全价指数收益率*20%,L,债券型,契约型开放式,,20150312,20150312,E
779,161614.SZ,融通添利,融通基金,中国工商银行,债券型,20120301,,20120406,20120116,,12.8176,0.6,0.2,,1.0,0.1,,中债综合指数收益率,L,债券型,契约型开放式,,20140303,20140303,E
780,150051.SZ,沪深300A,中信保诚基金,中国建设银行,股票型,20120201,,20120217,20111221,,0.8334,1.0,0.22,,1.0,0.1,,沪深300指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20120217,,E
781,150052.SZ,沪深300B,中信保诚基金,中国建设银行,股票型,20120201,,20120217,20111221,,0.8334,1.0,0.22,,1.0,0.1,,沪深300指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20120217,,E
782,165513.SZ,信诚商品,中信保诚基金,中国银行,混合型,20111220,,20120113,20111109,,2.9485,1.75,0.3,,1.0,0.1,,标准普尔高盛商品总收益指数(S&P GSCI Commodity Total Return Index),L,混合型,契约型开放式,,20120109,20120109,E
783,161219.SZ,国投产业,国投瑞银基金,中国建设银行,混合型,20111213,,20120116,20111110,,6.5004,1.5,0.25,,1.0,0.1,,中证新兴产业指数*55%+中债总指数*45%,L,灵活配置型,契约型开放式,,20120116,20120116,E
784,161017.SZ,富国500,富国基金,中国农业银行,股票型,20111012,,20111021,20110909,,4.5549,1.0,0.15,,1.0,0.1,,"中证500指数收益率*95%+1%(指年收益率,评价时按期间折算)",L,增强指数型,契约型开放式,,20111021,20111021,E
785,162411.SZ,华宝油气,华宝基金,中国建设银行,股票型,20110929,,20120608,20110905,,3.7324,1.0,0.28,,1.0,0.1,,标普石油天然气上游股票指数(全收益指数),L,被动指数型,契约型开放式,,20111025,20111025,E
786,163208.SZ,诺安油气,诺安基金,招商银行,股票型,20110927,,20150217,20110829,,9.5103,1.5,0.35,,1.0,0.1,,标普能源行业指数(净收益)(S&P 500 Energy Sector Index(NTR)),L,股票型,契约型开放式,,20111110,20111110,E
